UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_encoded,Product ID_encoded,Failure Type_encoded
5303,303.9,313.1,1491,37.2,195,0,1,4191,1
5304,303.9,313.2,1481,44.1,197,0,1,4192,1
5305,303.9,313.1,1425,49.3,199,0,1,4193,1
5306,303.9,313.2,1680,29.1,201,0,0,531,1
5307,304.0,313.2,1612,31.7,206,0,0,532,1
5308,304.0,313.3,1530,34.8,211,0,1,4194,1
5309,304.0,313.2,1481,42.6,213,0,1,4195,1
5310,303.9,313.2,1422,48.0,215,1,2,8586,5
5311,303.8,313.0,1427,43.0,0,0,1,4196,1
5312,303.7,312.9,1460,49.8,2,0,0,533,1
5313,303.6,312.9,1873,23.5,7,0,1,4197,1
5314,303.7,312.9,1566,32.6,9,0,2,8587,1
5315,303.6,312.8,1701,30.8,12,0,1,4198,1
5316,303.6,312.8,1710,27.2,14,0,1,4199,1
5317,303.6,312.8,1689,33.1,16,0,2,8588,1
5318,303.6,312.7,1637,32.9,19,0,1,4200,1
5319,303.5,312.6,1496,39.0,21,0,1,4201,1
5320,303.5,312.7,1402,47.0,23,0,2,8589,1
5321,303.4,312.7,1363,45.5,26,0,1,4202,1
5322,303.4,312.7,1576,49.9,28,0,2,8590,1
5323,303.4,312.7,1357,55.3,31,0,2,8591,1
5324,303.4,312.7,1399,48.4,34,0,2,8592,1
5325,303.4,312.8,1526,30.8,37,0,2,8593,1
5326,303.5,312.7,1694,27.3,40,0,1,4203,1
5327,303.5,312.7,1420,49.1,42,0,2,8594,1
5328,303.5,312.7,2116,16.7,45,0,2,8595,1
5329,303.7,312.9,1406,41.9,48,0,2,8596,1
5330,303.7,313.0,1456,45.5,51,0,1,4204,1
5331,303.6,312.9,1588,31.9,53,0,1,4205,1
5332,303.7,312.8,1448,44.5,55,0,1,4206,1
5333,303.6,312.7,1403,46.2,57,0,0,534,1
5334,303.5,312.6,1405,51.6,62,0,2,8597,1
5335,303.4,312.6,2706,9.8,65,1,2,8598,3
5336,303.3,312.4,1505,38.9,68,0,2,8599,1
5337,303.2,312.4,1663,33.7,71,0,1,4207,1
5338,303.3,312.6,1482,44.4,73,0,2,8600,1
5339,303.3,312.5,1674,32.7,76,0,2,8601,1
5340,303.4,312.7,1594,32.8,79,0,2,8602,1
5341,303.5,312.7,1393,49.3,82,0,1,4208,1
5342,303.5,312.8,1404,55.8,84,0,0,535,1
5343,303.5,312.8,1375,45.7,89,0,2,8603,1
5344,303.5,312.8,1607,38.4,92,0,1,4209,1
5345,303.4,312.8,1360,50.8,94,0,1,4210,1
5346,303.5,312.8,1524,39.4,96,0,1,4211,1
5347,303.4,312.7,1534,35.5,98,0,1,4212,1
5348,303.3,312.7,1262,63.8,100,0,1,4213,1
5349,303.3,312.6,1623,34.6,102,0,1,4214,1
5350,303.3,312.7,1642,33.6,104,0,2,8604,1
5351,303.4,312.8,1622,35.1,107,0,2,8605,1
5352,303.5,312.9,1530,34.5,110,0,2,8606,1
5353,303.4,312.8,1590,36.3,113,0,2,8607,1
5354,303.4,312.7,1589,34.0,116,0,1,4215,1
5355,303.4,312.6,1462,37.5,118,0,1,4216,1
5356,303.3,312.5,1328,49.8,120,0,0,536,1
5357,303.3,312.6,1692,29.0,125,0,0,537,1
5358,303.3,312.5,1968,20.6,130,0,1,4217,1
5359,303.3,312.6,1827,24.2,132,0,0,538,1
5360,303.3,312.6,1397,47.1,137,0,2,8608,1
5361,303.3,312.6,1463,44.0,140,0,1,4218,1
5362,303.3,312.7,1643,30.7,142,0,1,4219,1
5363,303.2,312.6,1281,57.0,144,0,1,4220,1
5364,303.2,312.5,1518,39.9,146,0,1,4221,1
5365,303.2,312.6,1601,35.3,148,0,1,4222,1
5366,303.1,312.6,1548,36.4,150,0,1,4223,1
5367,303.1,312.6,1404,40.6,152,0,0,539,1
5368,303.1,312.5,1766,26.7,157,0,2,8609,1
5369,303.1,312.5,1667,30.0,160,0,2,8610,1
5370,303.0,312.5,1507,37.9,163,0,0,540,1
5371,303.0,312.4,1627,37.1,168,0,0,541,1
5372,302.9,312.3,1435,47.7,173,0,1,4224,1
5373,302.9,312.3,1509,46.8,175,0,0,542,1
5374,302.9,312.3,1809,25.0,180,0,2,8611,1
5375,302.9,312.3,1515,40.8,183,0,1,4225,1
5376,302.9,312.3,1530,34.9,185,0,1,4226,1
5377,302.8,312.3,1336,57.5,187,0,0,543,1
5378,302.9,312.4,2030,19.1,192,0,1,4227,1
5379,302.9,312.4,1550,36.9,194,0,1,4228,1
5380,302.9,312.4,1446,41.7,196,0,1,4229,1
5381,302.8,312.3,1494,37.5,198,0,1,4230,1
5382,302.8,312.4,1651,27.0,200,0,1,4231,1
5383,302.9,312.4,1698,33.8,202,0,1,4232,1
5384,302.8,312.3,1504,40.3,204,0,1,4233,1
5385,302.9,312.4,1421,46.0,206,0,2,8612,1
5386,302.9,312.3,1754,26.9,209,0,0,544,1
5387,302.9,312.2,1469,42.0,214,0,1,4234,1
5388,302.8,312.2,1433,50.0,216,0,1,4235,1
5389,302.8,312.3,1432,49.0,218,0,2,8613,1
5390,302.8,312.3,1366,49.1,221,0,1,4236,1
5391,302.8,312.3,1483,47.2,223,0,0,545,1
5392,302.7,312.2,1572,34.4,228,0,1,4237,1
5393,302.8,312.2,1481,40.2,230,0,1,4238,1
5394,302.8,312.3,1473,42.6,232,0,1,4239,1
5395,302.8,312.3,1262,70.5,234,1,2,8614,3
5396,302.8,312.4,1529,36.8,237,0,1,4240,1
5397,302.8,312.4,1523,39.7,239,0,1,4241,1
5398,302.8,312.3,1416,42.7,241,0,2,8615,1
5399,302.9,312.4,1923,23.9,244,0,1,4242,1
5400,302.8,312.4,1411,53.8,246,1,0,546,2
5401,302.7,312.4,1477,46.3,251,1,1,4243,2
5402,302.6,312.3,1454,54.8,253,1,2,8616,5
5403,302.7,312.3,1421,48.5,0,0,1,4244,1
5404,302.7,312.3,1858,25.4,2,0,1,4245,1
5405,302.8,312.5,1422,46.1,4,0,0,547,1
5406,302.7,312.4,1444,48.7,9,0,1,4246,1
5407,302.7,312.4,1360,47.8,11,0,1,4247,1
5408,302.7,312.4,1954,24.8,13,0,1,4248,1
5409,302.6,312.4,1628,33.0,15,0,1,4249,1
5410,302.7,312.4,1433,44.2,17,0,1,4250,1
5411,302.7,312.5,1417,51.5,19,0,2,8617,1
5412,302.8,312.6,1462,39.4,22,0,1,4251,1
5413,302.9,312.6,1328,59.9,24,0,1,4252,1
5414,302.7,312.5,1527,36.4,26,0,0,548,1
5415,302.6,312.3,1534,34.3,31,0,1,4253,1
5416,302.6,312.4,1410,50.3,33,0,2,8618,1
5417,302.6,312.3,1660,30.3,36,0,1,4254,1
5418,302.6,312.4,1386,45.8,38,0,1,4255,1
5419,302.6,312.4,1398,41.6,40,0,1,4256,1
5420,302.6,312.3,1321,53.4,42,0,1,4257,1
5421,302.6,312.3,1512,34.2,44,0,1,4258,1
5422,302.6,312.3,1566,36.6,46,0,2,8619,1
5423,302.7,312.4,1422,44.5,49,0,2,8620,1
5424,302.6,312.3,1647,31.8,52,0,1,4259,1
5425,302.6,312.2,1377,45.5,54,0,1,4260,1
5426,302.5,312.2,1775,27.9,56,0,1,4261,1
5427,302.6,312.3,1554,42.0,58,0,1,4262,1
5428,302.7,312.4,1423,51.9,60,0,1,4263,1
5429,302.7,312.4,1453,47.3,62,0,1,4264,1
5430,302.8,312.4,1590,34.4,64,0,1,4265,1
5431,302.8,312.5,1694,28.4,66,0,1,4266,1
5432,302.8,312.5,1462,43.4,68,0,1,4267,1
5433,302.8,312.4,1392,46.2,70,0,1,4268,1
5434,302.9,312.5,1550,45.5,72,0,1,4269,1
5435,302.9,312.5,1629,30.4,74,0,1,4270,1
5436,303.0,312.5,1524,42.1,76,0,2,8621,1
5437,302.9,312.5,1679,30.9,79,0,2,8622,1
5438,302.9,312.6,1394,46.4,82,0,2,8623,1
5439,302.9,312.5,1683,32.1,85,0,1,4271,1
5440,303.0,312.5,1626,30.5,87,0,1,4272,1
5441,303.0,312.5,1698,30.0,89,0,0,549,1
5442,303.0,312.6,1392,42.9,94,0,2,8624,1
5443,303.1,312.7,1353,51.8,97,0,1,4273,1
5444,303.0,312.7,1426,46.8,99,0,2,8625,1
5445,303.0,312.7,2024,19.9,102,0,1,4274,1
5446,303.0,312.8,1648,32.1,104,0,2,8626,1
5447,303.1,312.9,1511,40.1,107,0,1,4275,1
5448,303.1,312.8,1465,44.1,109,0,1,4276,1
5449,303.0,312.7,1551,41.8,111,0,1,4277,1
5450,303.1,312.8,2329,15.1,113,0,1,4278,1
5451,303.1,312.8,1435,41.9,115,0,0,550,1
5452,303.0,312.7,1361,48.8,120,0,1,4279,1
5453,303.0,312.7,1553,35.8,122,0,2,8627,1
5454,303.0,312.6,1451,42.1,125,0,1,4280,1
5455,303.0,312.5,1461,40.2,127,0,1,4281,1
5456,303.1,312.6,1895,23.5,129,0,2,8628,1
5457,303.1,312.6,1567,32.9,132,0,2,8629,1
5458,303.0,312.5,1602,33.7,135,0,2,8630,1
5459,303.1,312.6,1514,42.1,138,0,1,4282,1
5460,303.1,312.5,1453,49.1,140,0,1,4283,1
5461,303.0,312.4,1526,36.1,142,0,2,8631,1
5462,302.9,312.3,1339,52.1,145,0,2,8632,1
5463,302.9,312.3,1889,22.8,148,0,1,4284,1
5464,302.9,312.4,1561,34.8,150,0,1,4285,1
5465,302.9,312.4,1659,33.1,152,0,2,8633,1
5466,302.9,312.4,1424,49.5,155,0,1,4286,1
5467,302.9,312.3,1426,44.7,157,0,2,8634,1
5468,302.9,312.4,1383,51.4,160,0,1,4287,1
5469,302.8,312.3,1764,29.9,162,0,1,4288,1
5470,302.7,312.2,1439,42.5,164,0,2,8635,1
5471,302.7,312.2,1585,35.5,167,0,2,8636,1
5472,302.7,312.3,1346,61.2,170,0,1,4289,4
5473,302.8,312.3,1386,57.8,172,0,1,4290,1
5474,302.7,312.2,1369,51.8,174,0,1,4291,1
5475,302.7,312.1,1378,46.9,176,0,2,8637,1
5476,302.7,312.2,1336,46.8,179,0,1,4292,1
5477,302.6,312.1,1445,42.0,181,0,2,8638,1
5478,302.7,312.1,1763,26.5,184,0,1,4293,1
5479,302.7,312.2,1611,34.1,186,0,1,4294,1
5480,302.7,312.1,1564,32.1,188,0,2,8639,1
5481,302.7,312.1,1478,36.0,191,0,0,551,1
5482,302.6,312.0,1781,28.5,196,0,1,4295,1
5483,302.6,312.1,1782,26.8,198,0,1,4296,1
5484,302.6,312.1,2000,21.9,200,0,2,8640,1
5485,302.5,312.0,1826,25.3,203,0,2,8641,1
5486,302.6,312.1,1344,51.0,206,0,1,4297,1
5487,302.6,312.2,1520,43.0,208,0,1,4298,1
5488,302.6,312.1,1611,39.9,210,0,2,8642,1
5489,302.7,312.2,1450,52.1,213,1,1,4299,2
5490,302.6,312.1,1499,35.0,215,0,1,4300,4
5491,302.6,312.1,1288,68.5,0,1,1,4301,3
5492,302.7,312.2,1350,58.6,2,0,2,8643,1
5493,302.9,312.4,1334,50.9,5,0,2,8644,1
5494,302.8,312.4,1376,57.1,8,0,1,4302,1
5495,302.8,312.4,1368,49.5,10,0,1,4303,1
5496,302.9,312.5,1357,55.0,12,0,0,552,4
5497,302.9,312.5,1924,24.0,17,0,2,8645,1
5498,302.9,312.5,1551,40.0,20,0,2,8646,1
5499,302.9,312.5,1903,21.2,23,0,2,8647,1
5500,302.9,312.3,1417,48.7,26,0,0,553,1
5501,302.7,312.1,1601,35.2,31,0,1,4304,1
5502,302.7,312.1,1543,37.5,33,0,1,4305,1
5503,302.6,312.1,1439,52.3,35,0,1,4306,1
5504,302.6,312.0,1657,29.3,37,0,0,554,1
5505,302.8,312.2,1458,51.0,42,0,1,4307,1
5506,302.8,312.2,1746,27.4,44,0,1,4308,1
5507,302.9,312.2,1677,30.5,46,0,1,4309,1
5508,302.8,312.1,1520,39.9,48,0,1,4310,1
5509,302.9,312.2,1367,55.1,50,0,1,4311,1
5510,302.8,312.2,1509,36.5,52,0,1,4312,4
5511,302.8,312.1,1418,51.4,54,0,1,4313,1
5512,302.8,312.1,1958,20.3,56,0,1,4314,1
5513,302.8,312.2,1682,30.9,58,0,1,4315,1
5514,302.8,312.2,1452,50.3,60,0,2,8648,1
5515,302.7,312.0,1828,24.0,63,0,1,4316,1
5516,302.7,312.0,1484,41.5,65,0,0,555,1
5517,302.6,312.0,1674,32.2,70,0,1,4317,1
5518,302.6,311.9,1448,49.5,72,0,1,4318,1
5519,302.5,311.8,2023,19.1,74,0,2,8649,1
5520,302.5,311.9,1452,47.4,77,0,1,4319,1
5521,302.6,312.0,1496,45.0,79,0,2,8650,1
5522,302.6,311.9,1397,46.9,82,0,1,4320,1
5523,302.6,311.9,1453,39.1,84,0,1,4321,1
5524,302.5,311.9,1524,34.8,86,0,2,8651,1
5525,302.6,311.9,1633,30.9,89,0,1,4322,1
5526,302.6,312.0,1363,45.7,91,0,2,8652,1
5527,302.5,311.9,1520,44.9,94,0,1,4323,1
5528,302.5,311.9,1532,38.8,96,0,2,8653,1
5529,302.4,311.8,1384,50.9,99,0,1,4324,1
5530,302.4,311.8,1539,39.9,101,0,2,8654,1
5531,302.3,311.8,1355,50.1,104,0,2,8655,1
5532,302.3,311.7,1504,37.3,107,0,2,8656,1
5533,302.4,311.8,1476,46.6,110,0,1,4325,1
5534,302.4,311.7,1721,26.9,112,0,1,4326,1
5535,302.3,311.7,1494,37.1,114,0,2,8657,1
5536,302.3,311.7,1465,43.5,117,0,1,4327,1
5537,302.3,311.8,1363,54.0,119,1,2,8658,1
5538,302.4,311.8,1648,30.0,122,0,1,4328,1
5539,302.3,311.8,1879,23.0,124,0,2,8659,1
5540,302.3,311.7,1482,39.0,127,0,0,556,1
5541,302.4,311.8,1493,38.4,132,0,1,4329,1
5542,302.4,311.8,1433,42.2,134,0,1,4330,1
5543,302.3,311.7,1400,41.6,136,0,1,4331,1
5544,302.4,311.8,1255,59.0,138,0,1,4332,1
5545,302.2,311.7,1471,45.6,140,0,1,4333,1
5546,302.2,311.6,1357,44.2,142,0,0,557,1
5547,302.3,311.7,1453,41.2,147,0,1,4334,1
5548,302.3,311.7,1540,28.9,149,0,2,8660,1
5549,302.3,311.8,1605,35.2,152,0,1,4335,1
5550,302.3,311.9,1374,52.4,154,0,0,558,1
5551,302.3,311.9,1508,42.3,159,0,2,8661,1
5552,302.4,311.9,1366,47.3,162,0,0,559,1
5553,302.5,312.0,1579,35.7,167,0,0,560,1
5554,302.5,311.9,1306,59.7,172,0,1,4336,4
5555,302.5,312.0,1521,40.2,174,0,2,8662,1
5556,302.5,312.0,1411,44.2,177,0,1,4337,1
5557,302.5,312.0,1357,42.0,179,0,0,561,1
5558,302.5,312.0,1436,43.5,184,0,2,8663,1
5559,302.5,311.9,1553,40.1,187,0,1,4338,1
5560,302.5,312.0,1451,43.2,189,0,2,8664,1
5561,302.4,311.9,1541,37.9,192,0,1,4339,1
5562,302.3,311.7,1341,46.3,194,0,2,8665,1
5563,302.3,311.7,1648,32.1,197,0,1,4340,1
5564,302.3,311.7,1640,31.5,199,0,2,8666,1
5565,302.4,311.8,1416,46.1,202,0,1,4341,1
5566,302.4,311.9,1671,29.9,204,0,1,4342,1
5567,302.4,312.0,1457,45.5,206,0,1,4343,1
5568,302.5,312.0,1445,54.8,0,0,2,8667,1
5569,302.5,312.1,1534,38.6,3,0,1,4344,1
5570,302.4,312.0,1508,36.9,5,0,1,4345,1
5571,302.4,312.1,1492,47.7,7,0,2,8668,1
5572,302.4,312.0,1562,37.9,10,0,1,4346,1
5573,302.4,312.0,1545,36.4,12,0,1,4347,1
5574,302.5,312.2,1738,25.3,14,0,1,4348,1
5575,302.4,312.0,1305,49.1,16,0,1,4349,1
5576,302.4,312.0,1477,39.7,18,0,0,562,1
5577,302.4,312.0,1457,43.4,23,0,0,563,1
5578,302.4,312.1,1455,40.4,28,0,1,4350,1
5579,302.5,312.2,1574,38.7,30,0,1,4351,1
5580,302.6,312.2,1695,27.1,32,0,1,4352,1
5581,302.6,312.2,1458,38.8,34,0,2,8669,1
5582,302.5,312.1,1454,47.6,37,0,2,8670,1
5583,302.5,312.0,2052,18.9,40,0,1,4353,1
5584,302.5,312.0,1673,29.9,42,0,1,4354,1
5585,302.4,311.9,1578,29.9,44,0,1,4355,1
5586,302.5,312.0,1642,29.1,46,0,2,8671,1
5587,302.4,311.8,1557,31.5,49,0,2,8672,1
5588,302.5,311.9,1481,42.9,52,0,1,4356,1
5589,302.5,311.8,1566,37.6,54,0,2,8673,1
5590,302.5,311.9,1298,57.5,57,0,2,8674,1
5591,302.5,311.9,1340,59.4,60,0,2,8675,1
5592,302.5,312.0,1574,33.8,63,0,1,4357,1
5593,302.5,311.9,1437,46.7,65,0,1,4358,1
5594,302.6,311.9,1354,48.0,67,0,1,4359,1
5595,302.6,311.9,1598,35.5,69,0,1,4360,1
5596,302.7,312.0,1944,21.4,71,0,2,8676,1
5597,302.7,312.0,1538,36.7,74,0,2,8677,1
5598,302.7,312.0,1501,37.0,77,0,1,4361,1
5599,302.8,312.1,1441,52.1,79,0,1,4362,1
5600,302.7,312.0,1652,31.0,81,0,2,8678,1
5601,302.8,312.1,1487,36.6,84,0,1,4363,1
5602,302.9,312.2,1605,33.9,86,0,1,4364,1
5603,302.9,312.1,1334,54.7,88,0,1,4365,1
5604,302.9,312.2,1340,57.8,90,0,1,4366,1
5605,302.9,312.2,1513,37.8,92,0,1,4367,1
5606,302.9,312.2,1510,41.4,94,0,1,4368,1
5607,302.9,312.2,1729,23.6,96,0,1,4369,1
5608,302.9,312.2,1745,25.5,98,0,2,8679,1
5609,303.1,312.3,1623,31.6,101,0,2,8680,1
5610,303.1,312.4,1378,50.1,104,0,2,8681,1
5611,303.1,312.4,1407,41.2,107,0,1,4370,1
5612,303.0,312.3,1674,29.5,109,0,2,8682,1
5613,303.0,312.3,1486,42.4,112,0,1,4371,1
5614,303.0,312.3,1483,38.8,114,0,2,8683,1
5615,303.0,312.2,1624,28.8,117,0,0,564,1
5616,303.0,312.2,1257,71.3,122,1,2,8684,3
5617,303.0,312.3,1480,41.4,125,0,1,4372,1
5618,303.1,312.4,1404,61.5,127,1,1,4373,3
5619,303.0,312.4,1645,29.6,129,0,2,8685,1
5620,303.0,312.3,1932,21.9,132,0,1,4374,1
5621,303.0,312.3,1533,38.5,134,0,1,4375,1
5622,302.9,312.2,1292,54.4,136,0,2,8686,1
5623,302.9,312.2,1571,40.6,139,0,1,4376,1
5624,302.9,312.3,1578,36.3,141,0,1,4377,1
5625,302.8,312.2,1469,36.9,143,0,2,8687,1
5626,302.7,312.1,1728,24.4,146,0,1,4378,1
5627,302.7,312.1,1603,32.5,148,0,0,565,1
5628,302.7,312.1,1597,39.8,153,0,1,4379,1
5629,302.7,312.1,1688,32.0,155,0,1,4380,1
5630,302.7,312.2,1405,51.4,157,0,1,4381,1
5631,302.8,312.2,1615,32.9,159,0,2,8688,1
5632,302.8,312.2,1515,36.8,162,0,1,4382,1
5633,302.7,312.2,1376,52.8,164,0,1,4383,1
5634,302.7,312.2,1447,47.5,166,0,1,4384,1
5635,302.6,312.2,1353,56.5,168,0,2,8689,1
5636,302.6,312.1,1502,47.3,171,0,1,4385,1
5637,302.6,312.0,1447,45.5,173,0,1,4386,1
5638,302.5,312.0,1487,46.1,175,0,2,8690,1
5639,302.6,312.1,1519,38.1,178,0,1,4387,1
5640,302.6,312.1,1668,28.7,180,0,1,4388,4
5641,302.6,312.1,1420,51.6,182,0,1,4389,1
5642,302.6,312.1,1473,37.3,184,0,1,4390,1
5643,302.5,312.0,1495,38.8,186,0,1,4391,1
5644,302.5,312.0,1574,42.0,188,0,1,4392,1
5645,302.5,312.0,1383,51.3,190,0,1,4393,1
5646,302.5,312.0,1591,29.4,192,0,2,8691,1
5647,302.4,311.8,1644,37.2,195,0,2,8692,1
5648,302.5,311.8,2370,14.7,198,0,0,566,1
5649,302.5,311.9,1401,44.9,203,0,1,4394,1
5650,302.5,311.9,1414,51.6,205,0,2,8693,1
5651,302.5,312.0,1456,46.3,208,0,1,4395,1
5652,302.5,312.0,1447,45.7,210,0,2,8694,1
5653,302.4,311.8,1727,26.5,213,0,1,4396,1
5654,302.4,311.7,1495,36.8,215,0,1,4397,1
5655,302.3,311.6,1544,34.3,0,0,1,4398,1
5656,302.3,311.5,1387,47.3,2,0,1,4399,1
5657,302.3,311.5,1316,47.2,4,0,2,8695,1
5658,302.3,311.5,1794,26.1,7,0,1,4400,1
5659,302.2,311.4,1372,55.1,9,0,2,8696,1
5660,302.3,311.5,1674,30.0,12,0,2,8697,1
5661,302.2,311.4,1477,41.7,15,0,1,4401,1
5662,302.2,311.4,1397,53.0,17,0,1,4402,1
5663,302.2,311.5,1616,34.0,19,0,1,4403,1
5664,302.3,311.5,1530,42.3,21,0,2,8698,1
5665,302.2,311.4,1539,35.1,24,0,2,8699,1
5666,302.3,311.4,1845,21.9,27,0,1,4404,1
5667,302.2,311.4,1430,43.1,29,0,1,4405,1
5668,302.2,311.4,2080,19.2,31,0,1,4406,1
5669,302.2,311.4,1432,45.3,33,0,2,8700,1
5670,302.2,311.5,1479,39.5,36,0,2,8701,1
5671,302.2,311.5,1424,45.2,39,0,1,4407,1
5672,302.2,311.6,1534,37.2,41,0,0,567,1
5673,302.1,311.6,1701,26.2,46,0,0,568,1
5674,302.2,311.6,1462,50.0,51,0,1,4408,1
5675,302.2,311.7,1393,42.5,53,0,2,8702,1
5676,302.3,311.7,1453,42.5,56,0,2,8703,1
5677,302.3,311.8,1565,37.8,59,0,1,4409,1
5678,302.3,311.8,1281,51.7,61,0,1,4410,1
5679,302.2,311.7,1584,36.2,63,0,2,8704,1
5680,302.2,311.7,1466,49.0,66,0,2,8705,1
5681,302.2,311.6,1386,50.5,69,0,2,8706,1
5682,302.2,311.6,1383,44.3,72,0,1,4411,1
5683,302.3,311.6,1441,53.9,74,0,0,569,1
5684,302.2,311.6,1592,37.7,79,0,2,8707,1
5685,302.2,311.6,1594,36.8,82,0,0,570,1
5686,302.2,311.5,1482,45.6,87,0,1,4412,1
5687,302.2,311.6,1658,31.4,89,0,1,4413,1
5688,302.3,311.7,2170,18.2,91,0,1,4414,1
5689,302.3,311.7,1423,44.6,93,0,2,8708,1
5690,302.4,311.8,1543,31.1,96,0,1,4415,1
5691,302.3,311.8,1435,44.8,98,0,1,4416,1
5692,302.4,311.8,1320,56.4,100,0,1,4417,1
5693,302.4,311.9,1313,55.7,102,0,2,8709,1
5694,302.4,311.8,1453,42.1,105,0,2,8710,1
5695,302.4,311.8,1508,45.7,108,0,1,4418,1
5696,302.4,311.8,1451,42.0,110,0,1,4419,1
5697,302.5,311.9,1595,34.6,112,0,0,571,1
5698,302.5,311.9,1354,49.4,117,0,1,4420,1
5699,302.5,311.9,1265,59.8,119,0,1,4421,1
5700,302.4,311.9,1867,25.9,121,0,1,4422,1
5701,302.5,311.9,1497,41.6,123,0,1,4423,1
5702,302.5,311.9,1347,54.3,125,0,2,8711,1
5703,302.3,311.7,1544,43.2,128,0,1,4424,1
5704,302.3,311.7,1456,45.4,130,0,0,572,1
5705,302.5,311.8,1335,52.7,135,0,1,4425,1
5706,302.4,311.9,1452,43.1,137,0,1,4426,1
5707,302.4,311.9,1290,70.0,139,1,1,4427,3
5708,302.4,311.8,1448,43.4,141,0,1,4428,1
5709,302.3,311.7,1611,38.6,143,0,1,4429,1
5710,302.2,311.7,1556,38.6,145,0,1,4430,1
5711,302.2,311.7,1413,46.5,147,0,0,573,1
5712,302.2,311.6,1545,35.9,152,0,1,4431,1
5713,302.2,311.7,1330,54.6,154,0,1,4432,1
5714,302.2,311.9,1596,38.0,156,0,1,4433,1
5715,302.2,311.8,1618,36.0,158,0,1,4434,1
5716,302.2,311.9,1597,35.8,160,0,0,574,1
5717,302.3,312.0,1354,52.2,165,0,1,4435,1
5718,302.3,312.0,1746,28.1,167,0,1,4436,1
5719,302.4,312.0,1621,32.5,169,0,1,4437,1
5720,302.3,312.0,1398,43.3,171,0,1,4438,1
5721,302.3,311.9,1434,51.9,173,0,1,4439,1
5722,302.3,311.8,1443,43.4,175,0,2,8712,1
5723,302.2,311.7,1488,44.6,178,0,1,4440,1
5724,302.3,311.8,1475,48.0,180,0,2,8713,1
5725,302.3,311.8,1433,50.3,183,0,1,4441,1
5726,302.3,311.8,1557,34.1,185,0,2,8714,1
5727,302.4,311.9,1398,50.1,188,0,2,8715,1
5728,302.3,311.8,1559,34.4,191,0,2,8716,1
5729,302.4,311.9,1422,46.4,194,0,2,8717,1
5730,302.3,311.8,1463,35.7,197,0,2,8718,1
5731,302.3,311.7,1793,25.3,200,0,1,4442,1
5732,302.2,311.6,1872,20.4,202,0,1,4443,1
5733,302.2,311.7,1412,44.5,204,0,1,4444,1
5734,302.3,311.8,1487,43.2,206,0,1,4445,1
5735,302.3,311.8,1369,56.2,208,1,1,4446,2
5736,302.4,311.8,1673,30.1,210,0,1,4447,1
5737,302.4,311.9,1439,36.6,212,0,2,8719,1
5738,302.3,311.8,1574,42.8,215,0,1,4448,1
5739,302.3,311.7,1281,48.8,0,0,1,4449,1
5740,302.2,311.7,1653,31.4,2,0,2,8720,1
5741,302.3,311.7,1535,38.3,5,0,2,8721,1
5742,302.3,311.7,1483,40.5,8,0,2,8722,1
5743,302.3,311.7,1414,47.0,11,0,1,4450,1
5744,302.2,311.6,1379,42.9,13,0,2,8723,1
5745,302.2,311.5,1482,42.6,16,0,0,575,1
5746,302.1,311.5,1987,20.1,21,0,1,4451,1
5747,302.1,311.5,1635,31.6,23,0,2,8724,1
5748,302.1,311.5,1533,39.4,26,0,1,4452,1
5749,302.2,311.7,1576,34.0,28,0,2,8725,1
5750,302.2,311.8,1330,62.4,31,0,0,576,1
5751,302.2,311.8,1981,21.8,36,0,1,4453,1
5752,302.3,311.8,1475,42.8,38,0,0,577,1
5753,302.3,311.8,1804,25.0,43,0,0,578,1
5754,302.2,311.6,1416,54.1,48,0,1,4454,1
5755,302.1,311.5,1727,27.7,50,0,1,4455,1
5756,302.1,311.4,1391,49.2,52,0,1,4456,1
5757,302.0,311.5,1366,52.3,54,0,2,8726,1
5758,301.9,311.3,1366,55.6,57,0,1,4457,1
5759,301.9,311.3,1501,40.8,59,0,1,4458,1
5760,301.8,311.3,1551,35.8,61,0,1,4459,1
5761,301.9,311.3,1522,35.6,63,0,2,8727,1
5762,301.9,311.2,1369,49.8,66,0,1,4460,1
5763,301.8,311.2,1334,52.3,68,0,1,4461,1
5764,301.8,311.2,1451,39.4,70,0,0,579,1
5765,301.7,311.2,1589,37.9,75,0,1,4462,1
5766,301.7,311.3,1708,30.5,77,0,1,4463,1
5767,301.7,311.2,1413,42.6,79,0,2,8728,1
5768,301.6,311.2,1415,46.5,82,0,2,8729,1
5769,301.7,311.3,1421,45.9,85,0,1,4464,1
5770,301.7,311.3,1348,51.0,87,0,1,4465,1
5771,301.6,311.2,1408,42.9,89,0,1,4466,1
5772,301.6,311.2,1525,43.7,91,0,1,4467,1
5773,301.6,311.3,1706,29.9,93,0,1,4468,1
5774,301.6,311.2,1395,46.8,95,0,0,580,1
5775,301.5,311.1,1602,34.3,100,0,1,4469,1
5776,301.6,311.1,1907,21.5,102,0,1,4470,1
5777,301.6,311.1,1325,49.2,104,0,1,4471,1
5778,301.6,311.1,1408,44.4,106,0,1,4472,1
5779,301.7,311.1,1489,41.4,108,0,2,8730,1
5780,301.6,311.1,1680,29.2,111,0,1,4473,1
5781,301.7,311.2,1517,42.4,113,0,1,4474,1
5782,301.7,311.1,1618,36.7,115,0,2,8731,1
5783,301.7,311.1,1455,39.8,118,0,1,4475,1
